Fx,Fy,Fz,Mx,My,Mz
-0.02544621005654335,-9.908102989196777,-1.5798767805099487,-0.12183643132448196,-0.0633668601512909,0.05814589187502861
-0.03018263354897499,-9.867088317871094,-1.5814210176467896,-0.12059289962053299,-0.06363151222467422,0.05829967185854912
-0.06752064824104309,-9.829795837402344,-1.5395945310592651,-0.11981575191020966,-0.06269831955432892,0.05811112001538277
0.005694064311683178,-9.827421188354492,-1.6040903329849243,-0.11975982785224915,-0.06454571336507797,0.05847378075122833
-0.01685556396842003,-9.84189510345459,-1.5821136236190796,-0.12019333988428116,-0.06384534388780594,0.05846478044986725
-0.046754445880651474,-9.83799934387207,-1.5612802505493164,-0.11973682045936584,-0.06267483532428741,0.05862034857273102
-0.06195482239127159,-9.870842933654785,-1.5381602048873901,-0.12106035649776459,-0.06244461610913277,0.05844677984714508
0.0105039207264781,-9.897096633911133,-1.5594083070755005,-0.12185439467430115,-0.06429098546504974,0.05831027776002884
0.01237722858786583,-9.889447212219238,-1.5818358659744263,-0.12093041837215424,-0.06430736929178238,0.05831874534487724
-0.027648482471704483,-9.916107177734375,-1.5807539224624634,-0.12136261910200119,-0.06366511434316635,0.058795686811208725
-0.06522944569587708,-9.90678882598877,-1.5588613748550415,-0.12142705172300339,-0.06272826343774796,0.05861498787999153
-0.08263114094734192,-9.877667427062988,-1.5386109352111816,-0.12056989222764969,-0.06176063045859337,0.058446239680051804
-0.0008764071390032768,-9.943302154541016,-1.5380054712295532,-0.1221810132265091,-0.06410346180200577,0.05814391374588013
0.047740187495946884,-9.850432395935059,-1.541324257850647,-0.12010572105646133,-0.06522420048713684,0.057985853403806686
-0.016612853854894638,-9.813920021057129,-1.5621801614761353,-0.11935175955295563,-0.06384900212287903,0.05845692753791809
-0.05248955264687538,-9.853588104248047,-1.5395106077194214,-0.12018482387065887,-0.06293480843305588,0.058282818645238876
-0.010172400623559952,-9.903921127319336,-1.5598591566085815,-0.12136393040418625,-0.06360700726509094,0.05830974504351616
-0.011634198017418385,-9.826960563659668,-1.540702223777771,-0.11975370347499847,-0.06358800828456879,0.05829530954360962
-0.03762773051857948,-9.934015274047852,-1.516222357749939,-0.12224651873111725,-0.06317756325006485,0.05845264717936516
-0.06498721241950989,-9.878813743591309,-1.538927674293518,-0.12058547139167786,-0.06273192167282104,0.05860714241862297
-0.07535532116889954,-9.867375373840332,-1.5806055068969727,-0.12060889601707458,-0.06222085282206535,0.058291394263505936
-0.016782131046056747,-9.870555877685547,-1.5389758348464966,-0.12104437500238419,-0.06385527551174164,0.05845505744218826
-0.01112045906484127,-9.826306343078613,-1.603883147239685,-0.11974533647298813,-0.06358537822961807,0.05880231037735939
-0.08294728398323059,-9.876980781555176,-1.601682424545288,-0.12056045234203339,-0.061747048050165176,0.05846381559967995
-0.07559755444526672,-9.895350456237793,-1.600539207458496,-0.12145047634840012,-0.062217194586992264,0.058299239724874496
-0.05321672931313515,-9.937512397766113,-1.5993117094039917,-0.12270957231521606,-0.06292383372783661,0.05830636993050575
-0.07535532116889954,-9.867375373840332,-1.5806055068969727,-0.12060889601707458,-0.06222085282206535,0.058291394263505936
-0.03940519317984581,-9.856369018554688,-1.5601369142532349,-0.12062685191631317,-0.0631449818611145,0.058455780148506165
