Fx,Fy,Fz,Mx,My,Mz
0.4936017096042633,-10.578473091125488,-0.0005131041980348527,-0.11914169788360596,-0.08025038242340088,0.05709250643849373
0.5573228597640991,-10.538057327270508,0.03939015790820122,-0.11828652024269104,-0.08161754906177521,0.05709642171859741
0.4938444197177887,-10.550498962402344,0.019420476630330086,-0.11830011755228043,-0.08025404810905457,0.05708465352654457
0.5712820887565613,-10.589792251586914,0.019650252535939217,-0.11949609965085983,-0.0818394273519516,0.05678653344511986
0.5362352728843689,-10.629491806030273,0.04220990464091301,-0.12033024430274963,-0.08093617856502533,0.05710184946656227
0.5587849020957947,-10.615017890930176,0.020233185961842537,-0.11989673972129822,-0.08163654804229736,0.057110849767923355
0.5163940787315369,-10.53602409362793,-0.0025563514791429043,-0.11786661297082901,-0.0809544175863266,0.05709366127848625
0.5585421919822693,-10.642992973327637,0.00029948592418804765,-0.12073832005262375,-0.08163288235664368,0.05711870267987251
0.5715243220329285,-10.561817169189453,0.03958384320139885,-0.1186545193195343,-0.08184307813644409,0.0567786879837513
0.6221898794174194,-10.5739164352417,-0.0029351087287068367,-0.11903209984302521,-0.08299010992050171,0.05713234096765518
0.5211305022239685,-10.577038764953613,-0.0010119951330125332,-0.11911013722419739,-0.08068975806236267,0.056939881294965744
0.579872727394104,-10.52358341217041,0.017413321882486343,-0.11785300821065903,-0.08231791853904724,0.057105422019958496
0.5663031935691833,-10.576752662658691,-0.0018276846967637539,-0.11909414827823639,-0.08210042119026184,0.056948158890008926
0.5949772596359253,-10.57603645324707,0.060635339468717575,-0.11907311528921127,-0.0825643241405487,0.05726739019155502
0.5712820887565613,-10.589792251586914,0.019650252535939217,-0.11949609965085983,-0.0818394273519516,0.05678653344511986
0.5935894846916199,-10.603293418884277,-0.022260276600718498,-0.11990416795015335,-0.08253613114356995,0.0568033866584301
0.5359188914299011,-10.628806114196777,-0.020861653611063957,-0.12032079696655273,-0.08092258870601654,0.057119425386190414
0.6088628172874451,-10.59911060333252,-0.0022425330244004726,-0.11943166702985764,-0.08277627825737,0.05696723237633705
0.5729861259460449,-10.638777732849121,0.02042687125504017,-0.12026473879814148,-0.08186206966638565,0.05679312348365784
0.5342148542404175,-10.57982063293457,-0.02163827046751976,-0.11955215781927109,-0.08089993894100189,0.057112835347652435
0.5293096303939819,-10.595440864562988,2.175860572606325e-05,-0.12000124156475067,-0.08117085695266724,0.05726473778486252
0.5346997976303101,-10.523870468139648,0.018229011446237564,-0.11786899715662003,-0.08090725541114807,0.057097144424915314
0.5352869629859924,-10.551877975463867,-0.0018142128828912973,-0.11871165037155151,-0.08091454952955246,0.0575944259762764
0.5220335721969604,-10.605732917785645,0.04201621934771538,-0.11996225267648697,-0.08071063458919525,0.05741959065198898
0.6011020541191101,-10.665351867675781,-0.00011524319415912032,-0.1210758313536644,-0.08230873942375183,0.05713777616620064
0.5587849020957947,-10.615017890930176,0.020233185961842537,-0.11989673972129822,-0.08163654804229736,0.057110849767923355
0.6088628172874451,-10.59911060333252,-0.0022425330244004726,-0.11943166702985764,-0.08277627825737,0.05696723237633705
0.5864817500114441,-10.5569486618042,-0.0034700906835496426,-0.11817256361246109,-0.08206963539123535,0.05696010962128639
0.5568379163742065,-10.59400749206543,-0.0004771322710439563,-0.1199696809053421,-0.08161023259162903,0.057112112641334534
0.6219476461410522,-10.60189151763916,-0.0228688083589077,-0.11987368017435074,-0.08298644423484802,0.05714019387960434
0.5561770796775818,-10.537339210510254,-0.02357187680900097,-0.11827598512172699,-0.08159300684928894,0.05662456527352333
0.5988108515739441,-10.588357925415039,0.019151361659169197,-0.11946453899145126,-0.0822787880897522,0.05663391575217247
0.6450551748275757,-10.560129165649414,0.03815962001681328,-0.11860804259777069,-0.08370405435562134,0.05712376534938812
0.6499608755111694,-10.54450798034668,0.016499582678079605,-0.11815895885229111,-0.083433136343956,0.056971870362758636
0.5590271353721619,-10.587043762207031,0.04016677662730217,-0.11905515938997269,-0.08164019882678986,0.05710301175713539
0.5532186031341553,-10.573970794677734,0.018798472359776497,-0.11865212768316269,-0.08189024776220322,0.056775204837322235
0.5587849020957947,-10.615017890930176,0.020233185961842537,-0.11989673972129822,-0.08163654804229736,0.057110849767923355
0.5865554213523865,-10.585609436035156,0.03966788575053215,-0.11902359873056412,-0.08207957446575165,0.05695037916302681
0.5957779884338379,-10.596329689025879,0.018383624032139778,-0.11898964643478394,-0.08256608992815018,0.05679427832365036
0.6077907085418701,-10.627053260803223,-0.022066591307520866,-0.12027216702699661,-0.08276166766881943,0.05648566037416458
0.5938317179679871,-10.575318336486816,-0.0023265755735337734,-0.11906258761882782,-0.08253979682922363,0.05679554119706154
0.5359188914299011,-10.628806114196777,-0.020861653611063957,-0.12032079696655273,-0.08092258870601654,0.057119425386190414
0.5772591829299927,-10.546229362487793,0.017814163118600845,-0.11820651590824127,-0.08158311247825623,0.05711621046066284
0.5639321208000183,-10.571422576904297,0.018506737425923347,-0.1186060756444931,-0.08136928081512451,0.05695110186934471
0.5847777128219604,-10.507963180541992,-0.004246708936989307,-0.11740392446517944,-0.0820469856262207,0.05695351958274841
0.6164547801017761,-10.589505195617676,0.01883457787334919,-0.11948011070489883,-0.08325009047985077,0.05679481104016304
0.5665456652641296,-10.54877758026123,0.018105896189808846,-0.11825256794691086,-0.08210408687591553,0.056940313428640366
0.5304265022277832,-10.616419792175293,0.020841719582676888,-0.11992722004652023,-0.0811862125992775,0.05677404999732971
0.5211305022239685,-10.577038764953613,-0.0010119951330125332,-0.11911013722419739,-0.08068975806236267,0.056939881294965744
0.5211305022239685,-10.577038764953613,-0.0010119951330125332,-0.11911013722419739,-0.08068975806236267,0.056939881294965744
0.48549601435661316,-10.58873176574707,0.04159087687730789,-0.1191016286611557,-0.07977921515703201,0.05675792694091797
0.622116208076477,-10.545255661010742,-0.046072956174612045,-0.11818107217550278,-0.0829801857471466,0.05714206397533417
0.6221898794174194,-10.5739164352417,-0.0029351087287068367,-0.11903209984302521,-0.08299010992050171,0.05713234096765518
0.579872727394104,-10.52358341217041,0.017413321882486343,-0.11785300821065903,-0.08231791853904724,0.057105422019958496
0.579872727394104,-10.52358341217041,0.017413321882486343,-0.11785300821065903,-0.08231791853904724,0.057105422019958496
0.5722805261611938,-10.533188819885254,-0.003663775511085987,-0.11780456453561783,-0.08184410631656647,0.05727784335613251
0.5204985737800598,-10.50011157989502,0.018035326153039932,-0.11750099807977676,-0.08068171888589859,0.05741487443447113
0.5573228597640991,-10.538057327270508,0.03939015790820122,-0.11828652024269104,-0.08161754906177521,0.05709642171859741
0.6001251935958862,-10.532441139221191,0.058908890932798386,-0.11778245121240616,-0.08229705691337585,0.057107649743556976
0.5208877921104431,-10.605013847351074,-0.020945696160197258,-0.11995171755552292,-0.08068610727787018,0.056947726756334305
