Timestamp,Fx,Fy,Fz,Mx,My,Mz,s0,s1,s2,s3,s4,s5,s6,s7
0.06477999687194824,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,55,157,411,367,457,179
0.07133364677429199,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,55,157,411,367,457,179
0.07784700393676758,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,157,411,367,457,179
0.08446383476257324,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,157,411,367,457,179
0.09054732322692871,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,55,157,411,367,457,179
0.09705424308776855,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,156,411,367,457,179
0.10334992408752441,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,157,411,367,457,179
0.10950946807861328,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,156,411,367,457,179
0.11583685874938965,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,157,411,367,457,179
0.12206554412841797,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,156,411,367,458,179
0.12816977500915527,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,428,54,157,411,367,457,179
0.13426446914672852,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,156,411,367,457,179
0.14081907272338867,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,428,55,157,411,367,457,179
0.14732122421264648,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,157,411,367,457,179
0.15389800071716309,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,157,411,367,457,179
0.16049909591674805,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,156,411,367,457,179
0.16805553436279297,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,156,411,367,457,179
0.17534780502319336,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,157,411,367,457,179
0.18270492553710938,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,157,411,367,457,179
0.18956303596496582,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,156,411,367,457,179
0.19690513610839844,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,157,411,367,457,179
0.2039337158203125,-0.030253994618960424,-10.08462731351844,0.012138601542990443,0.5443213080185024,-0.0019884111970643547,-0.2952969443760778,251,429,54,156,411,367,457,179
